constraint_id,mine_id,equipment_id,week_start,constraint_type,capacity_value,unit,update_date,remarks
C00477-1,MINE_1,EQ015-1,2022-12-22,Excavator Capacity,500,ton/day,2022-12-23,Cuaca kurang mendukung
C00478-2,MINE_2,EQ004-2,2022-12-22,Hauling Capacity,500,ton/day,2022-12-25,Akses terhambat
C00479-4,MINE_4,EQ013-4,2022-12-22,Crusher Capacity,550,ton/day,2022-12-28,Gangguan operasional
C00480-3,MINE_3,EQ031-3,2023-01-01,Hauling Capacity,500,ton/day,2023-01-04,Akses terhambat
C00481-1,MINE_1,EQ011-1,2023-01-01,Excavator Capacity,500,ton/day,2023-01-04,Maintenance unit
C00482-2,MINE_2,EQ024-2,2023-01-01,Excavator Capacity,500,ton/day,2023-01-01,Cuaca kurang mendukung
C00483-5,MINE_5,EQ034-5,2023-01-01,Excavator Capacity,500,ton/day,2023-01-05,Material basah
C00484-4,MINE_4,EQ013-4,2023-01-01,Hauling Capacity,500,ton/day,2023-01-05,Jalan rusak
C00485-2,MINE_2,EQ042-2,2023-01-08,Hauling Capacity,500,ton/day,2023-01-08,Kemacetan hauling
C00486-4,MINE_4,EQ026-4,2023-01-08,Excavator Capacity,500,ton/day,2023-01-14,Material basah
C00487-3,MINE_3,EQ039-3,2023-01-08,Hauling Capacity,500,ton/day,2023-01-13,Kerusakan mekanis
C00488-5,MINE_5,EQ044-5,2023-01-08,Excavator Capacity,500,ton/day,2023-01-11,Curah hujan tinggi
C00489-1,MINE_1,EQ016-1,2023-01-08,Hauling Capacity,500,ton/day,2023-01-13,Jalan rusak
C00490-1,MINE_1,EQ020-1,2023-01-15,Excavator Capacity,500,ton/day,2023-01-20,Material basah
C00491-5,MINE_5,EQ034-5,2023-01-15,Excavator Capacity,500,ton/day,2023-01-18,Cuaca kurang mendukung
C00492-2,MINE_2,EQ004-2,2023-01-15,Crusher Capacity,500,ton/day,2023-01-17,Perbaikan alat
C00493-4,MINE_4,EQ013-4,2023-01-15,Excavator Capacity,500,ton/day,2023-01-16,Material basah
C00494-3,MINE_3,EQ046-3,2023-01-15,Excavator Capacity,500,ton/day,2023-01-18,Maintenance unit
C00495-4,MINE_4,EQ003-4,2023-01-22,Excavator Capacity,500,ton/day,2023-01-27,Material basah
C00496-2,MINE_2,EQ029-2,2023-01-22,Hauling Capacity,500,ton/day,2023-01-27,Akses terhambat
C00497-5,MINE_5,EQ008-5,2023-01-22,Hauling Capacity,500,ton/day,2023-01-23,Akses terhambat
C00498-1,MINE_1,EQ006-1,2023-01-22,Excavator Capacity,500,ton/day,2023-01-25,Curah hujan tinggi
C00499-3,MINE_3,EQ046-3,2023-01-22,Excavator Capacity,500,ton/day,2023-01-26,Perbaikan alat
C00500-4,MINE_4,EQ036-4,2023-02-01,Hauling Capacity,500,ton/day,2023-02-03,Akses terhambat
C00501-5,MINE_5,EQ035-5,2023-02-01,Excavator Capacity,500,ton/day,2023-02-07,Cuaca kurang mendukung
C00502-3,MINE_3,EQ039-3,2023-02-01,Hauling Capacity,500,ton/day,2023-02-01,Jalan rusak
C00503-2,MINE_2,EQ004-2,2023-02-01,Hauling Capacity,733,ton/day,2023-02-07,Akses terhambat
C00504-1,MINE_1,EQ045-1,2023-02-01,Excavator Capacity,500,ton/day,2023-02-01,Cuaca kurang mendukung
C00505-1,MINE_1,EQ037-1,2023-02-08,Hauling Capacity,500,ton/day,2023-02-13,Jalan rusak
C00506-3,MINE_3,EQ021-3,2023-02-08,Hauling Capacity,500,ton/day,2023-02-11,Akses terhambat
C00507-5,MINE_5,EQ034-5,2023-02-08,Excavator Capacity,500,ton/day,2023-02-14,Curah hujan tinggi
C00508-2,MINE_2,EQ028-2,2023-02-08,Hauling Capacity,500,ton/day,2023-02-14,Jalan rusak
C00509-4,MINE_4,EQ036-4,2023-02-08,Excavator Capacity,500,ton/day,2023-02-13,Cuaca kurang mendukung
C00510-3,MINE_3,EQ021-3,2023-02-15,Excavator Capacity,500,ton/day,2023-02-18,Cuaca kurang mendukung
C00511-5,MINE_5,EQ012-5,2023-02-15,Excavator Capacity,500,ton/day,2023-02-20,Curah hujan tinggi
C00512-4,MINE_4,EQ026-4,2023-02-15,Crusher Capacity,500,ton/day,2023-02-19,Kondisi lapangan kurang optimal
C00513-2,MINE_2,EQ004-2,2023-02-15,Hauling Capacity,500,ton/day,2023-02-21,Jalan rusak
C00514-1,MINE_1,EQ045-1,2023-02-15,Hauling Capacity,500,ton/day,2023-02-19,Akses terhambat
C00515-4,MINE_4,EQ010-4,2023-02-22,Hauling Capacity,500,ton/day,2023-02-26,Akses terhambat
C00516-2,MINE_2,EQ024-2,2023-02-22,Excavator Capacity,500,ton/day,2023-02-24,Maintenance unit
C00517-1,MINE_1,EQ017-1,2023-02-22,Hauling Capacity,500,ton/day,2023-02-25,Akses terhambat
C00518-3,MINE_3,EQ031-3,2023-02-22,Hauling Capacity,500,ton/day,2023-02-25,Jalan rusak
C00519-5,MINE_5,EQ035-5,2023-02-22,Hauling Capacity,500,ton/day,2023-02-26,Maintenance unit
C00520-5,MINE_5,EQ008-5,2023-03-01,Hauling Capacity,500,ton/day,2023-03-05,Alur produksi lancar
C00521-3,MINE_3,EQ009-3,2023-03-01,Hauling Capacity,500,ton/day,2023-03-01,Akses terhambat
C00522-2,MINE_2,EQ018-2,2023-03-01,Excavator Capacity,500,ton/day,2023-03-01,Curah hujan tinggi
C00523-1,MINE_1,EQ005-1,2023-03-01,Hauling Capacity,500,ton/day,2023-03-04,Maintenance unit
C00524-4,MINE_4,EQ013-4,2023-03-01,Excavator Capacity,500,ton/day,2023-03-06,Cuaca kurang mendukung
C00525-5,MINE_5,EQ044-5,2023-03-08,Excavator Capacity,500,ton/day,2023-03-12,Cuaca kurang mendukung
C00526-3,MINE_3,EQ009-3,2023-03-08,Hauling Capacity,500,ton/day,2023-03-14,Akses terhambat
C00527-1,MINE_1,EQ007-1,2023-03-08,Excavator Capacity,500,ton/day,2023-03-14,Curah hujan tinggi
C00528-4,MINE_4,EQ013-4,2023-03-08,Excavator Capacity,500,ton/day,2023-03-08,Cuaca kurang mendukung
C00529-2,MINE_2,EQ025-2,2023-03-08,Excavator Capacity,500,ton/day,2023-03-13,Kondisi lapangan kurang optimal
C00530-4,MINE_4,EQ003-4,2023-03-15,Crusher Capacity,771,ton/day,2023-03-18,Kondisi lapangan kurang optimal
C00531-1,MINE_1,EQ038-1,2023-03-15,Hauling Capacity,500,ton/day,2023-03-20,Akses terhambat
C00532-3,MINE_3,EQ021-3,2023-03-15,Hauling Capacity,500,ton/day,2023-03-21,Maintenance unit
C00533-5,MINE_5,EQ002-5,2023-03-15,Excavator Capacity,500,ton/day,2023-03-16,Kerusakan mekanis
C00534-2,MINE_2,EQ048-2,2023-03-15,Hauling Capacity,500,ton/day,2023-03-15,Jalan rusak
C00535-2,MINE_2,EQ025-2,2023-03-22,Excavator Capacity,500,ton/day,2023-03-28,Material basah
C00536-4,MINE_4,EQ010-4,2023-03-22,Excavator Capacity,690,ton/day,2023-03-23,Kondisi lapangan kurang optimal
C00537-3,MINE_3,EQ009-3,2023-03-22,Excavator Capacity,500,ton/day,2023-03-25,Cuaca kurang mendukung
C00538-1,MINE_1,EQ038-1,2023-03-22,Hauling Capacity,500,ton/day,2023-03-23,Akses terhambat
C00539-5,MINE_5,EQ012-5,2023-03-22,Hauling Capacity,500,ton/day,2023-03-27,Kemacetan hauling
C00540-4,MINE_4,EQ003-4,2023-04-01,Excavator Capacity,500,ton/day,2023-04-04,Material basah
C00541-5,MINE_5,EQ002-5,2023-04-01,Hauling Capacity,500,ton/day,2023-04-06,Kemacetan hauling
C00542-1,MINE_1,EQ022-1,2023-04-01,Hauling Capacity,500,ton/day,2023-04-06,Jalan rusak
C00543-2,MINE_2,EQ004-2,2023-04-01,Excavator Capacity,500,ton/day,2023-04-02,Kerusakan mekanis
C00544-3,MINE_3,EQ046-3,2023-04-01,Excavator Capacity,500,ton/day,2023-04-06,Material basah
C00545-5,MINE_5,EQ035-5,2023-04-08,Excavator Capacity,500,ton/day,2023-04-13,Cuaca kurang mendukung
C00546-1,MINE_1,EQ032-1,2023-04-08,Excavator Capacity,500,ton/day,2023-04-12,Maintenance unit
C00547-2,MINE_2,EQ001-2,2023-04-08,Hauling Capacity,500,ton/day,2023-04-11,Kemacetan hauling
C00548-3,MINE_3,EQ021-3,2023-04-08,Crusher Capacity,500,ton/day,2023-04-11,Kerusakan mekanis
C00549-4,MINE_4,EQ010-4,2023-04-08,Excavator Capacity,500,ton/day,2023-04-08,Curah hujan tinggi
C00550-3,MINE_3,EQ039-3,2023-04-15,Excavator Capacity,500,ton/day,2023-04-21,Cuaca kurang mendukung
C00551-1,MINE_1,EQ047-1,2023-04-15,Excavator Capacity,500,ton/day,2023-04-15,Cuaca kurang mendukung
C00552-4,MINE_4,EQ010-4,2023-04-15,Crusher Capacity,500,ton/day,2023-04-15,Perbaikan alat
C00553-2,MINE_2,EQ018-2,2023-04-15,Excavator Capacity,500,ton/day,2023-04-16,Cuaca kurang mendukung
C00554-5,MINE_5,EQ044-5,2023-04-15,Excavator Capacity,500,ton/day,2023-04-20,Curah hujan tinggi
C00555-1,MINE_1,EQ022-1,2023-04-22,Excavator Capacity,500,ton/day,2023-04-26,Curah hujan tinggi
C00556-4,MINE_4,EQ003-4,2023-04-22,Excavator Capacity,500,ton/day,2023-04-23,Material basah
C00557-3,MINE_3,EQ009-3,2023-04-22,Excavator Capacity,500,ton/day,2023-04-23,Maintenance unit
C00558-2,MINE_2,EQ029-2,2023-04-22,Crusher Capacity,500,ton/day,2023-04-28,Kerusakan mekanis
C00559-5,MINE_5,EQ035-5,2023-04-22,Excavator Capacity,500,ton/day,2023-04-25,Material basah
C00560-1,MINE_1,EQ038-1,2023-05-01,Hauling Capacity,500,ton/day,2023-05-06,Jalan rusak
C00561-3,MINE_3,EQ039-3,2023-05-01,Excavator Capacity,500,ton/day,2023-05-06,Curah hujan tinggi
C00562-4,MINE_4,EQ003-4,2023-05-01,Excavator Capacity,500,ton/day,2023-05-06,Material basah
C00563-2,MINE_2,EQ019-2,2023-05-01,Hauling Capacity,500,ton/day,2023-05-07,Akses terhambat
C00564-5,MINE_5,EQ008-5,2023-05-01,Excavator Capacity,500,ton/day,2023-05-02,Maintenance unit
C00565-1,MINE_1,EQ030-1,2023-05-08,Excavator Capacity,500,ton/day,2023-05-09,Material basah
C00566-3,MINE_3,EQ021-3,2023-05-08,Crusher Capacity,500,ton/day,2023-05-10,Alur produksi lancar
C00567-4,MINE_4,EQ003-4,2023-05-08,Excavator Capacity,500,ton/day,2023-05-12,Material basah
C00568-5,MINE_5,EQ034-5,2023-05-08,Excavator Capacity,500,ton/day,2023-05-14,Curah hujan tinggi
C00569-2,MINE_2,EQ024-2,2023-05-08,Excavator Capacity,500,ton/day,2023-05-11,Curah hujan tinggi
C00570-3,MINE_3,EQ009-3,2023-05-15,Hauling Capacity,500,ton/day,2023-05-16,Akses terhambat
C00571-2,MINE_2,EQ001-2,2023-05-15,Hauling Capacity,500,ton/day,2023-05-21,Kemacetan hauling
C00572-1,MINE_1,EQ007-1,2023-05-15,Hauling Capacity,794,ton/day,2023-05-20,Gangguan operasional
C00573-5,MINE_5,EQ035-5,2023-05-15,Excavator Capacity,500,ton/day,2023-05-21,Cuaca kurang mendukung
C00574-4,MINE_4,EQ026-4,2023-05-15,Excavator Capacity,500,ton/day,2023-05-21,Cuaca kurang mendukung
C00575-3,MINE_3,EQ021-3,2023-05-22,Excavator Capacity,500,ton/day,2023-05-25,Curah hujan tinggi
C00576-4,MINE_4,EQ010-4,2023-05-22,Hauling Capacity,500,ton/day,2023-05-24,Akses terhambat
C00577-5,MINE_5,EQ034-5,2023-05-22,Hauling Capacity,500,ton/day,2023-05-27,Akses terhambat
C00578-2,MINE_2,EQ024-2,2023-05-22,Excavator Capacity,500,ton/day,2023-05-24,Curah hujan tinggi
C00579-1,MINE_1,EQ038-1,2023-05-22,Hauling Capacity,500,ton/day,2023-05-26,Kemacetan hauling
C00580-1,MINE_1,EQ032-1,2023-06-01,Excavator Capacity,500,ton/day,2023-06-02,Maintenance unit
C00581-4,MINE_4,EQ013-4,2023-06-01,Hauling Capacity,500,ton/day,2023-06-07,Perbaikan alat
C00582-3,MINE_3,EQ009-3,2023-06-01,Crusher Capacity,500,ton/day,2023-06-04,Maintenance unit
C00583-2,MINE_2,EQ049-2,2023-06-01,Hauling Capacity,500,ton/day,2023-06-07,Maintenance unit
C00584-5,MINE_5,EQ008-5,2023-06-01,Excavator Capacity,500,ton/day,2023-06-04,Perbaikan alat
C00585-1,MINE_1,EQ037-1,2023-06-08,Hauling Capacity,500,ton/day,2023-06-14,Operasi normal
C00586-4,MINE_4,EQ013-4,2023-06-08,Hauling Capacity,500,ton/day,2023-06-14,Perbaikan alat
C00587-2,MINE_2,EQ018-2,2023-06-08,Excavator Capacity,500,ton/day,2023-06-12,Curah hujan tinggi
C00588-3,MINE_3,EQ046-3,2023-06-08,Crusher Capacity,500,ton/day,2023-06-10,Perbaikan alat
C00589-5,MINE_5,EQ012-5,2023-06-08,Hauling Capacity,500,ton/day,2023-06-10,Akses terhambat
C00590-4,MINE_4,EQ010-4,2023-06-15,Hauling Capacity,596,ton/day,2023-06-17,Jalan rusak
C00591-2,MINE_2,EQ040-2,2023-06-15,Crusher Capacity,627,ton/day,2023-06-16,Gangguan operasional
C00592-5,MINE_5,EQ008-5,2023-06-15,Hauling Capacity,500,ton/day,2023-06-19,Perbaikan alat
C00593-3,MINE_3,EQ009-3,2023-06-15,Hauling Capacity,500,ton/day,2023-06-19,Jalan rusak
C00594-1,MINE_1,EQ007-1,2023-06-15,Excavator Capacity,500,ton/day,2023-06-19,Curah hujan tinggi
C00595-3,MINE_3,EQ046-3,2023-06-22,Excavator Capacity,500,ton/day,2023-06-22,Curah hujan tinggi
C00596-1,MINE_1,EQ032-1,2023-06-22,Hauling Capacity,500,ton/day,2023-06-22,Jalan rusak
C00597-4,MINE_4,EQ003-4,2023-06-22,Crusher Capacity,500,ton/day,2023-06-26,Maintenance unit
C00598-2,MINE_2,EQ001-2,2023-06-22,Hauling Capacity,500,ton/day,2023-06-27,Kerusakan mekanis
C00599-5,MINE_5,EQ008-5,2023-06-22,Excavator Capacity,500,ton/day,2023-06-27,Material basah
C00600-1,MINE_1,EQ023-1,2023-07-01,Hauling Capacity,500,ton/day,2023-07-06,Perbaikan alat
C00601-4,MINE_4,EQ003-4,2023-07-01,Hauling Capacity,500,ton/day,2023-07-05,Kerusakan mekanis
C00602-2,MINE_2,EQ018-2,2023-07-01,Excavator Capacity,500,ton/day,2023-07-06,Cuaca kurang mendukung
C00603-5,MINE_5,EQ002-5,2023-07-01,Hauling Capacity,500,ton/day,2023-07-07,Kerusakan mekanis
C00604-3,MINE_3,EQ009-3,2023-07-01,Excavator Capacity,500,ton/day,2023-07-04,Curah hujan tinggi
C00605-4,MINE_4,EQ036-4,2023-07-08,Excavator Capacity,500,ton/day,2023-07-14,Material basah
C00606-5,MINE_5,EQ044-5,2023-07-08,Hauling Capacity,500,ton/day,2023-07-11,Jalan rusak
C00607-3,MINE_3,EQ031-3,2023-07-08,Crusher Capacity,500,ton/day,2023-07-11,Perbaikan alat
C00608-1,MINE_1,EQ017-1,2023-07-08,Crusher Capacity,500,ton/day,2023-07-10,Perbaikan alat
C00609-2,MINE_2,EQ029-2,2023-07-08,Excavator Capacity,500,ton/day,2023-07-13,Kerusakan mekanis
C00610-5,MINE_5,EQ012-5,2023-07-15,Crusher Capacity,500,ton/day,2023-07-17,Alur produksi lancar
C00611-3,MINE_3,EQ031-3,2023-07-15,Crusher Capacity,500,ton/day,2023-07-18,Perbaikan alat
C00612-2,MINE_2,EQ029-2,2023-07-15,Excavator Capacity,500,ton/day,2023-07-15,Kerusakan mekanis
C00613-4,MINE_4,EQ026-4,2023-07-15,Hauling Capacity,500,ton/day,2023-07-16,Jalan rusak
C00614-1,MINE_1,EQ020-1,2023-07-15,Excavator Capacity,500,ton/day,2023-07-21,Material basah
C00615-1,MINE_1,EQ030-1,2023-07-22,Excavator Capacity,500,ton/day,2023-07-23,Cuaca kurang mendukung
C00616-3,MINE_3,EQ046-3,2023-07-22,Hauling Capacity,500,ton/day,2023-07-28,Akses terhambat
C00617-4,MINE_4,EQ013-4,2023-07-22,Hauling Capacity,500,ton/day,2023-07-26,Kemacetan hauling
C00618-2,MINE_2,EQ004-2,2023-07-22,Excavator Capacity,500,ton/day,2023-07-24,Material basah
C00619-5,MINE_5,EQ002-5,2023-07-22,Crusher Capacity,500,ton/day,2023-07-28,Maintenance unit
C00620-2,MINE_2,EQ040-2,2023-08-01,Excavator Capacity,500,ton/day,2023-08-05,Material basah
C00621-3,MINE_3,EQ031-3,2023-08-01,Hauling Capacity,500,ton/day,2023-08-07,Jalan rusak
C00622-5,MINE_5,EQ012-5,2023-08-01,Hauling Capacity,500,ton/day,2023-08-01,Akses terhambat
C00623-1,MINE_1,EQ047-1,2023-08-01,Hauling Capacity,500,ton/day,2023-08-02,Jalan rusak
C00624-4,MINE_4,EQ036-4,2023-08-01,Hauling Capacity,500,ton/day,2023-08-04,Akses terhambat
C00625-2,MINE_2,EQ001-2,2023-08-08,Hauling Capacity,500,ton/day,2023-08-11,Kerusakan mekanis
C00626-3,MINE_3,EQ039-3,2023-08-08,Hauling Capacity,500,ton/day,2023-08-11,Kemacetan hauling
C00627-5,MINE_5,EQ012-5,2023-08-08,Excavator Capacity,500,ton/day,2023-08-13,Material basah
C00628-4,MINE_4,EQ036-4,2023-08-08,Hauling Capacity,500,ton/day,2023-08-11,Maintenance unit
C00629-1,MINE_1,EQ043-1,2023-08-08,Hauling Capacity,500,ton/day,2023-08-11,Kerusakan mekanis
C00630-4,MINE_4,EQ026-4,2023-08-15,Crusher Capacity,500,ton/day,2023-08-17,Perbaikan alat
C00631-3,MINE_3,EQ046-3,2023-08-15,Excavator Capacity,500,ton/day,2023-08-15,Material basah
C00632-1,MINE_1,EQ050-1,2023-08-15,Crusher Capacity,500,ton/day,2023-08-17,Kerusakan mekanis
C00633-5,MINE_5,EQ044-5,2023-08-15,Hauling Capacity,500,ton/day,2023-08-16,Jalan rusak
C00634-2,MINE_2,EQ049-2,2023-08-15,Hauling Capacity,500,ton/day,2023-08-21,Kemacetan hauling
C00635-4,MINE_4,EQ036-4,2023-08-22,Hauling Capacity,500,ton/day,2023-08-28,Akses terhambat
C00636-3,MINE_3,EQ021-3,2023-08-22,Hauling Capacity,500,ton/day,2023-08-22,Jalan rusak
C00637-1,MINE_1,EQ038-1,2023-08-22,Hauling Capacity,500,ton/day,2023-08-24,Akses terhambat
C00638-5,MINE_5,EQ034-5,2023-08-22,Excavator Capacity,500,ton/day,2023-08-25,Perbaikan alat
C00639-2,MINE_2,EQ025-2,2023-08-22,Crusher Capacity,500,ton/day,2023-08-28,Maintenance unit
C00640-2,MINE_2,EQ018-2,2023-09-01,Hauling Capacity,500,ton/day,2023-09-03,Kemacetan hauling
C00641-3,MINE_3,EQ046-3,2023-09-01,Excavator Capacity,500,ton/day,2023-09-06,Material basah
C00642-1,MINE_1,EQ038-1,2023-09-01,Hauling Capacity,500,ton/day,2023-09-03,Jalan rusak
C00643-4,MINE_4,EQ010-4,2023-09-01,Excavator Capacity,500,ton/day,2023-09-04,Cuaca kurang mendukung
C00644-5,MINE_5,EQ034-5,2023-09-01,Hauling Capacity,500,ton/day,2023-09-02,Jalan rusak
C00645-5,MINE_5,EQ002-5,2023-09-08,Hauling Capacity,500,ton/day,2023-09-13,Kondisi lapangan kurang optimal
C00646-1,MINE_1,EQ041-1,2023-09-08,Hauling Capacity,500,ton/day,2023-09-14,Maintenance unit
C00647-2,MINE_2,EQ048-2,2023-09-08,Excavator Capacity,500,ton/day,2023-09-08,Cuaca kurang mendukung
C00648-4,MINE_4,EQ036-4,2023-09-08,Hauling Capacity,500,ton/day,2023-09-13,Jalan rusak
C00649-3,MINE_3,EQ021-3,2023-09-08,Hauling Capacity,500,ton/day,2023-09-13,Akses terhambat
C00650-4,MINE_4,EQ026-4,2023-09-15,Hauling Capacity,500,ton/day,2023-09-20,Akses terhambat
C00651-2,MINE_2,EQ048-2,2023-09-15,Excavator Capacity,500,ton/day,2023-09-20,Cuaca kurang mendukung
C00652-5,MINE_5,EQ012-5,2023-09-15,Excavator Capacity,500,ton/day,2023-09-15,Material basah
C00653-1,MINE_1,EQ041-1,2023-09-15,Hauling Capacity,500,ton/day,2023-09-21,Kemacetan hauling
C00654-3,MINE_3,EQ031-3,2023-09-15,Hauling Capacity,500,ton/day,2023-09-20,Akses terhambat
C00655-3,MINE_3,EQ021-3,2023-09-22,Excavator Capacity,500,ton/day,2023-09-23,Material basah
C00656-2,MINE_2,EQ004-2,2023-09-22,Excavator Capacity,1259,ton/day,2023-09-26,Alur produksi lancar
C00657-4,MINE_4,EQ013-4,2023-09-22,Excavator Capacity,500,ton/day,2023-09-22,Curah hujan tinggi
C00658-5,MINE_5,EQ002-5,2023-09-22,Crusher Capacity,500,ton/day,2023-09-26,Maintenance unit
C00659-1,MINE_1,EQ033-1,2023-09-22,Excavator Capacity,500,ton/day,2023-09-25,Material basah
C00660-5,MINE_5,EQ035-5,2023-10-01,Excavator Capacity,500,ton/day,2023-10-02,Cuaca kurang mendukung
C00661-2,MINE_2,EQ001-2,2023-10-01,Hauling Capacity,500,ton/day,2023-10-03,Akses terhambat
C00662-4,MINE_4,EQ026-4,2023-10-01,Excavator Capacity,500,ton/day,2023-10-04,Cuaca kurang mendukung
C00663-1,MINE_1,EQ016-1,2023-10-01,Excavator Capacity,500,ton/day,2023-10-04,Material basah
C00664-3,MINE_3,EQ031-3,2023-10-01,Excavator Capacity,500,ton/day,2023-10-02,Material basah
C00665-2,MINE_2,EQ025-2,2023-10-08,Excavator Capacity,500,ton/day,2023-10-13,Cuaca kurang mendukung
C00666-5,MINE_5,EQ012-5,2023-10-08,Hauling Capacity,500,ton/day,2023-10-12,Akses terhambat
C00667-4,MINE_4,EQ036-4,2023-10-08,Excavator Capacity,500,ton/day,2023-10-11,Cuaca kurang mendukung
C00668-1,MINE_1,EQ037-1,2023-10-08,Excavator Capacity,500,ton/day,2023-10-08,Curah hujan tinggi
C00669-3,MINE_3,EQ031-3,2023-10-08,Excavator Capacity,500,ton/day,2023-10-11,Curah hujan tinggi
C00670-1,MINE_1,EQ027-1,2023-10-15,Hauling Capacity,500,ton/day,2023-10-15,Jalan rusak
C00671-5,MINE_5,EQ034-5,2023-10-15,Hauling Capacity,500,ton/day,2023-10-18,Kemacetan hauling
C00672-4,MINE_4,EQ026-4,2023-10-15,Hauling Capacity,500,ton/day,2023-10-19,Akses terhambat
C00673-3,MINE_3,EQ031-3,2023-10-15,Excavator Capacity,500,ton/day,2023-10-20,Cuaca kurang mendukung
C00674-2,MINE_2,EQ024-2,2023-10-15,Excavator Capacity,500,ton/day,2023-10-15,Maintenance unit
C00675-5,MINE_5,EQ034-5,2023-10-22,Excavator Capacity,500,ton/day,2023-10-28,Kerusakan mekanis
C00676-4,MINE_4,EQ003-4,2023-10-22,Excavator Capacity,500,ton/day,2023-10-24,Perbaikan alat
C00677-1,MINE_1,EQ020-1,2023-10-22,Excavator Capacity,500,ton/day,2023-10-22,Curah hujan tinggi
C00678-2,MINE_2,EQ001-2,2023-10-22,Hauling Capacity,500,ton/day,2023-10-26,Akses terhambat
C00679-3,MINE_3,EQ021-3,2023-10-22,Hauling Capacity,500,ton/day,2023-10-26,Akses terhambat
C00680-4,MINE_4,EQ010-4,2023-11-01,Excavator Capacity,1006,ton/day,2023-11-01,Curah hujan tinggi
C00681-3,MINE_3,EQ046-3,2023-11-01,Excavator Capacity,500,ton/day,2023-11-07,Curah hujan tinggi
C00682-1,MINE_1,EQ014-1,2023-11-01,Hauling Capacity,500,ton/day,2023-11-02,Jalan rusak
C00683-2,MINE_2,EQ018-2,2023-11-01,Hauling Capacity,500,ton/day,2023-11-04,Kemacetan hauling
C00684-5,MINE_5,EQ044-5,2023-11-01,Hauling Capacity,500,ton/day,2023-11-01,Akses terhambat
C00685-2,MINE_2,EQ019-2,2023-11-08,Excavator Capacity,500,ton/day,2023-11-14,Curah hujan tinggi
C00686-1,MINE_1,EQ007-1,2023-11-08,Excavator Capacity,500,ton/day,2023-11-09,Material basah
C00687-4,MINE_4,EQ026-4,2023-11-08,Excavator Capacity,500,ton/day,2023-11-10,Perbaikan alat
C00688-3,MINE_3,EQ031-3,2023-11-08,Excavator Capacity,500,ton/day,2023-11-11,Kerusakan mekanis
C00689-5,MINE_5,EQ012-5,2023-11-08,Excavator Capacity,500,ton/day,2023-11-13,Curah hujan tinggi
C00690-1,MINE_1,EQ014-1,2023-11-15,Hauling Capacity,500,ton/day,2023-11-15,Maintenance unit
C00691-2,MINE_2,EQ001-2,2023-11-15,Excavator Capacity,500,ton/day,2023-11-21,Curah hujan tinggi
C00692-3,MINE_3,EQ021-3,2023-11-15,Excavator Capacity,500,ton/day,2023-11-20,Curah hujan tinggi
C00693-5,MINE_5,EQ012-5,2023-11-15,Crusher Capacity,500,ton/day,2023-11-15,Alur produksi lancar
C00694-4,MINE_4,EQ010-4,2023-11-15,Hauling Capacity,500,ton/day,2023-11-16,Kemacetan hauling
C00695-5,MINE_5,EQ002-5,2023-11-22,Excavator Capacity,500,ton/day,2023-11-26,Curah hujan tinggi
C00696-4,MINE_4,EQ036-4,2023-11-22,Hauling Capacity,500,ton/day,2023-11-24,Perbaikan alat
C00697-1,MINE_1,EQ027-1,2023-11-22,Excavator Capacity,500,ton/day,2023-11-28,Curah hujan tinggi
C00698-3,MINE_3,EQ039-3,2023-11-22,Hauling Capacity,500,ton/day,2023-11-24,Jalan rusak
C00699-2,MINE_2,EQ042-2,2023-11-22,Excavator Capacity,677,ton/day,2023-11-28,Curah hujan tinggi
C00700-2,MINE_2,EQ024-2,2023-12-01,Excavator Capacity,500,ton/day,2023-12-04,Cuaca kurang mendukung
C00701-1,MINE_1,EQ038-1,2023-12-01,Hauling Capacity,500,ton/day,2023-12-04,Kemacetan hauling
C00702-5,MINE_5,EQ044-5,2023-12-01,Hauling Capacity,500,ton/day,2023-12-04,Jalan rusak
C00703-3,MINE_3,EQ046-3,2023-12-01,Hauling Capacity,500,ton/day,2023-12-06,Kemacetan hauling
C00704-4,MINE_4,EQ013-4,2023-12-01,Excavator Capacity,500,ton/day,2023-12-02,Curah hujan tinggi
C00705-2,MINE_2,EQ018-2,2023-12-08,Hauling Capacity,500,ton/day,2023-12-12,Maintenance unit
C00706-1,MINE_1,EQ022-1,2023-12-08,Hauling Capacity,500,ton/day,2023-12-10,Kondisi lapangan kurang optimal
C00707-4,MINE_4,EQ013-4,2023-12-08,Hauling Capacity,551,ton/day,2023-12-10,Produksi tertunda
C00708-5,MINE_5,EQ035-5,2023-12-08,Hauling Capacity,500,ton/day,2023-12-10,Alur produksi lancar
C00709-3,MINE_3,EQ046-3,2023-12-08,Hauling Capacity,500,ton/day,2023-12-12,Jalan rusak
C00710-3,MINE_3,EQ031-3,2023-12-15,Excavator Capacity,500,ton/day,2023-12-17,Maintenance unit
C00711-5,MINE_5,EQ012-5,2023-12-15,Hauling Capacity,500,ton/day,2023-12-19,Maintenance unit
C00712-4,MINE_4,EQ036-4,2023-12-15,Hauling Capacity,500,ton/day,2023-12-19,Akses terhambat
C00713-1,MINE_1,EQ027-1,2023-12-15,Hauling Capacity,500,ton/day,2023-12-15,Gangguan operasional
C00714-2,MINE_2,EQ004-2,2023-12-15,Excavator Capacity,500,ton/day,2023-12-19,Material basah
C00715-5,MINE_5,EQ012-5,2023-12-22,Crusher Capacity,500,ton/day,2023-12-26,Perbaikan alat
