shipment_id,mine_id,week_start,vessel_name,destination_port,coal_tonnage,etd,eta,status
SHP00905-4,MINE_4,2022-11-08,MV Kalimantan Jaya,Surabaya,33931,2022-11-12,2022-11-15,On Schedule
SHP00714-3,MINE_3,2022-11-15,MV Sumatra Raya,Tanjungbalai,32421,2022-11-16,2022-11-22,Delayed
SHP00186-1,MINE_1,2022-11-15,MV Kalimantan Jaya,Banjarmasin,18983,2022-11-18,2022-11-21,On Schedule
SHP00474-2,MINE_2,2022-11-15,MV Nusantara 01,Balikpapan,32081,2022-11-17,2022-11-18,On Schedule
SHP00906-4,MINE_4,2022-11-15,MV Kalimantan Jaya,Surabaya,29871,2022-11-18,2022-11-22,On Schedule
SHP00187-1,MINE_1,2022-11-22,MV Borneo Star,Banjarmasin,28109,2022-11-27,2022-11-28,On Schedule
SHP00715-3,MINE_3,2022-11-22,MV Sriwijaya,Tanjungbalai,16080,2022-11-27,2022-12-03,On Schedule
SHP00475-2,MINE_2,2022-11-22,MV Kalimantan Jaya,Samarinda,18586,2022-11-25,2022-11-26,On Schedule
SHP00907-4,MINE_4,2022-11-22,MV Borneo Star,Samarinda,25775,2022-11-25,2022-11-27,On Schedule
SHP00476-2,MINE_2,2022-12-01,MV Borneo Star,Samarinda,27080,2022-12-04,2022-12-07,On Schedule
SHP00908-4,MINE_4,2022-12-01,MV Nusantara 01,Surabaya,15541,2022-12-05,2022-12-11,Pending
SHP00188-1,MINE_1,2022-12-01,MV Kalimantan Jaya,Banjarmasin,31044,2022-12-04,2022-12-07,On Schedule
SHP00716-3,MINE_3,2022-12-01,MV Sriwijaya,Belawan,15830,2022-12-01,2022-12-05,On Schedule
SHP00477-2,MINE_2,2022-12-08,MV Nusantara 01,Balikpapan,28258,2022-12-10,2022-12-13,Delayed
SHP00189-1,MINE_1,2022-12-08,MV Borneo Star,Banjarmasin,27485,2022-12-08,2022-12-09,On Schedule
SHP00909-4,MINE_4,2022-12-08,MV Nusantara 01,Samarinda,33509,2022-12-13,2022-12-16,Delayed
SHP00717-3,MINE_3,2022-12-08,MV Sriwijaya,Belawan,37008,2022-12-09,2022-12-16,On Schedule
SHP00910-4,MINE_4,2022-12-15,MV Borneo Star,Surabaya,28930,2022-12-17,2022-12-24,On Schedule
SHP00190-1,MINE_1,2022-12-15,MV Borneo Star,Surabaya,39570,2022-12-19,2022-12-22,On Schedule
SHP00718-3,MINE_3,2022-12-15,MV Sriwijaya,Belawan,20017,2022-12-16,2022-12-21,Delayed
SHP00478-2,MINE_2,2022-12-15,MV Kalimantan Jaya,Balikpapan,30433,2022-12-19,2022-12-20,Pending
SHP00719-3,MINE_3,2022-12-22,MV Sumatra Raya,Tanjungbalai,30078,2022-12-23,2022-12-29,Pending
SHP00191-1,MINE_1,2022-12-22,MV Nusantara 01,Banjarmasin,28493,2022-12-22,2022-12-24,On Schedule
SHP00479-2,MINE_2,2022-12-22,MV Kalimantan Jaya,Samarinda,27835,2022-12-25,2022-12-26,On Schedule
SHP00911-4,MINE_4,2022-12-22,MV Borneo Star,Surabaya,19998,2022-12-27,2023-01-02,On Schedule
SHP00720-3,MINE_3,2023-01-01,MV Sumatra Raya,Tanjungbalai,22896,2023-01-02,2023-01-06,Delayed
SHP00192-1,MINE_1,2023-01-01,MV Kalimantan Jaya,Banjarmasin,17643,2023-01-04,2023-01-07,On Schedule
SHP00480-2,MINE_2,2023-01-01,MV Nusantara 01,Samarinda,19000,2023-01-05,2023-01-07,Delayed
SHP01056-5,MINE_5,2023-01-01,MV Kapuas Indah,Tarakan,16171,2023-01-02,2023-01-05,On Schedule
SHP00912-4,MINE_4,2023-01-01,MV Nusantara 01,Samarinda,17539,2023-01-02,2023-01-04,Delayed
SHP00481-2,MINE_2,2023-01-08,MV Borneo Star,Samarinda,37548,2023-01-12,2023-01-14,On Schedule
SHP00913-4,MINE_4,2023-01-08,MV Nusantara 01,Samarinda,33322,2023-01-09,2023-01-10,On Schedule
SHP00721-3,MINE_3,2023-01-08,MV Sriwijaya,Tanjungbalai,21588,2023-01-11,2023-01-14,On Schedule
SHP01057-5,MINE_5,2023-01-08,MV Kapuas Indah,Tarakan,38017,2023-01-11,2023-01-14,On Schedule
SHP00193-1,MINE_1,2023-01-08,MV Borneo Star,Banjarmasin,24879,2023-01-08,2023-01-09,On Schedule
SHP00194-1,MINE_1,2023-01-15,MV Borneo Star,Surabaya,28992,2023-01-16,2023-01-21,Delayed
SHP01058-5,MINE_5,2023-01-15,MV Sungai Barito,Tarakan,32901,2023-01-16,2023-01-18,On Schedule
SHP00482-2,MINE_2,2023-01-15,MV Kalimantan Jaya,Balikpapan,32921,2023-01-19,2023-01-20,On Schedule
SHP00914-4,MINE_4,2023-01-15,MV Kalimantan Jaya,Surabaya,26407,2023-01-16,2023-01-20,On Schedule
SHP00722-3,MINE_3,2023-01-15,MV Sriwijaya,Belawan,23535,2023-01-20,2023-01-26,Delayed
SHP00915-4,MINE_4,2023-01-22,MV Borneo Star,Surabaya,31994,2023-01-24,2023-01-28,On Schedule
SHP00483-2,MINE_2,2023-01-22,MV Nusantara 01,Samarinda,24283,2023-01-26,2023-01-28,Delayed
SHP01059-5,MINE_5,2023-01-22,MV Kapuas Indah,Tarakan,33133,2023-01-26,2023-01-29,On Schedule
SHP00195-1,MINE_1,2023-01-22,MV Borneo Star,Banjarmasin,21823,2023-01-26,2023-01-27,Pending
SHP00723-3,MINE_3,2023-01-22,MV Sumatra Raya,Belawan,37263,2023-01-23,2023-01-26,On Schedule
SHP00916-4,MINE_4,2023-02-01,MV Kalimantan Jaya,Surabaya,36253,2023-02-04,2023-02-09,On Schedule
SHP01060-5,MINE_5,2023-02-01,MV Sungai Barito,Tarakan,20546,2023-02-03,2023-02-05,Delayed
SHP00724-3,MINE_3,2023-02-01,MV Sriwijaya,Belawan,31391,2023-02-04,2023-02-08,On Schedule
SHP00484-2,MINE_2,2023-02-01,MV Kalimantan Jaya,Balikpapan,22239,2023-02-05,2023-02-06,Delayed
SHP00196-1,MINE_1,2023-02-01,MV Nusantara 01,Banjarmasin,29889,2023-02-06,2023-02-08,On Schedule
SHP00197-1,MINE_1,2023-02-08,MV Borneo Star,Surabaya,26116,2023-02-09,2023-02-14,Pending
SHP00725-3,MINE_3,2023-02-08,MV Sumatra Raya,Belawan,34584,2023-02-13,2023-02-16,On Schedule
SHP01061-5,MINE_5,2023-02-08,MV Kapuas Indah,Tarakan,17307,2023-02-11,2023-02-14,Delayed
SHP00485-2,MINE_2,2023-02-08,MV Borneo Star,Balikpapan,30149,2023-02-10,2023-02-11,On Schedule
SHP00917-4,MINE_4,2023-02-08,MV Kalimantan Jaya,Samarinda,36492,2023-02-12,2023-02-15,On Schedule
SHP00726-3,MINE_3,2023-02-15,MV Sriwijaya,Tanjungbalai,16125,2023-02-18,2023-02-24,Pending
SHP01062-5,MINE_5,2023-02-15,MV Sungai Barito,Tarakan,24752,2023-02-17,2023-02-18,On Schedule
SHP00918-4,MINE_4,2023-02-15,MV Kalimantan Jaya,Surabaya,38172,2023-02-16,2023-02-20,Pending
SHP00486-2,MINE_2,2023-02-15,MV Kalimantan Jaya,Samarinda,15645,2023-02-18,2023-02-20,Delayed
SHP00198-1,MINE_1,2023-02-15,MV Kalimantan Jaya,Banjarmasin,28675,2023-02-16,2023-02-19,On Schedule
SHP00919-4,MINE_4,2023-02-22,MV Kalimantan Jaya,Surabaya,15587,2023-02-23,2023-02-28,On Schedule
SHP00487-2,MINE_2,2023-02-22,MV Borneo Star,Balikpapan,39765,2023-02-26,2023-02-28,Delayed
SHP00199-1,MINE_1,2023-02-22,MV Nusantara 01,Surabaya,21450,2023-02-23,2023-02-26,On Schedule
SHP00727-3,MINE_3,2023-02-22,MV Sumatra Raya,Belawan,21980,2023-02-22,2023-02-25,Delayed
SHP01063-5,MINE_5,2023-02-22,MV Kapuas Indah,Tarakan,27576,2023-02-24,2023-02-27,On Schedule
SHP01064-5,MINE_5,2023-03-01,MV Kapuas Indah,Makassar,24127,2023-03-02,2023-03-07,On Schedule
SHP00728-3,MINE_3,2023-03-01,MV Sriwijaya,Belawan,20779,2023-03-06,2023-03-09,On Schedule
SHP00488-2,MINE_2,2023-03-01,MV Nusantara 01,Samarinda,37424,2023-03-03,2023-03-05,On Schedule
SHP00200-1,MINE_1,2023-03-01,MV Nusantara 01,Banjarmasin,24528,2023-03-05,2023-03-08,On Schedule
SHP00920-4,MINE_4,2023-03-01,MV Borneo Star,Surabaya,31843,2023-03-06,2023-03-12,On Schedule
SHP01065-5,MINE_5,2023-03-08,MV Sungai Barito,Tarakan,38758,2023-03-11,2023-03-12,On Schedule
SHP00729-3,MINE_3,2023-03-08,MV Sriwijaya,Tanjungbalai,17454,2023-03-10,2023-03-15,On Schedule
SHP00201-1,MINE_1,2023-03-08,MV Borneo Star,Surabaya,35980,2023-03-13,2023-03-19,On Schedule
SHP00921-4,MINE_4,2023-03-08,MV Nusantara 01,Samarinda,27109,2023-03-13,2023-03-16,On Schedule
SHP00489-2,MINE_2,2023-03-08,MV Kalimantan Jaya,Samarinda,29949,2023-03-13,2023-03-15,On Schedule
SHP00922-4,MINE_4,2023-03-15,MV Kalimantan Jaya,Samarinda,34330,2023-03-20,2023-03-23,Delayed
SHP00202-1,MINE_1,2023-03-15,MV Kalimantan Jaya,Surabaya,30686,2023-03-18,2023-03-25,On Schedule
SHP00730-3,MINE_3,2023-03-15,MV Sriwijaya,Belawan,32915,2023-03-18,2023-03-21,On Schedule
SHP01066-5,MINE_5,2023-03-15,MV Kapuas Indah,Makassar,29140,2023-03-20,2023-03-27,On Schedule
SHP00490-2,MINE_2,2023-03-15,MV Kalimantan Jaya,Balikpapan,26639,2023-03-15,2023-03-16,On Schedule
SHP00491-2,MINE_2,2023-03-22,MV Borneo Star,Samarinda,26240,2023-03-26,2023-03-29,On Schedule
SHP00923-4,MINE_4,2023-03-22,MV Borneo Star,Samarinda,23259,2023-03-25,2023-03-28,Delayed
SHP00731-3,MINE_3,2023-03-22,MV Sumatra Raya,Belawan,34582,2023-03-26,2023-03-29,On Schedule
SHP00203-1,MINE_1,2023-03-22,MV Kalimantan Jaya,Surabaya,36538,2023-03-22,2023-03-28,On Schedule
SHP01067-5,MINE_5,2023-03-22,MV Kapuas Indah,Makassar,32732,2023-03-26,2023-04-02,On Schedule
SHP00924-4,MINE_4,2023-04-01,MV Kalimantan Jaya,Samarinda,22156,2023-04-04,2023-04-05,On Schedule
SHP01068-5,MINE_5,2023-04-01,MV Sungai Barito,Tarakan,24168,2023-04-04,2023-04-07,On Schedule
SHP00204-1,MINE_1,2023-04-01,MV Kalimantan Jaya,Surabaya,21581,2023-04-05,2023-04-11,On Schedule
SHP00492-2,MINE_2,2023-04-01,MV Nusantara 01,Samarinda,38132,2023-04-01,2023-04-04,On Schedule
SHP00732-3,MINE_3,2023-04-01,MV Sriwijaya,Belawan,35124,2023-04-06,2023-04-12,On Schedule
SHP01069-5,MINE_5,2023-04-08,MV Sungai Barito,Tarakan,31300,2023-04-11,2023-04-13,Pending
SHP00205-1,MINE_1,2023-04-08,MV Borneo Star,Surabaya,26190,2023-04-09,2023-04-14,Pending
SHP00493-2,MINE_2,2023-04-08,MV Nusantara 01,Balikpapan,35120,2023-04-13,2023-04-15,On Schedule
SHP00733-3,MINE_3,2023-04-08,MV Sriwijaya,Tanjungbalai,19378,2023-04-13,2023-04-17,On Schedule
SHP00925-4,MINE_4,2023-04-08,MV Borneo Star,Samarinda,24836,2023-04-08,2023-04-09,On Schedule
SHP00734-3,MINE_3,2023-04-15,MV Sumatra Raya,Tanjungbalai,20808,2023-04-17,2023-04-24,On Schedule
SHP00206-1,MINE_1,2023-04-15,MV Borneo Star,Banjarmasin,32543,2023-04-20,2023-04-21,On Schedule
SHP00926-4,MINE_4,2023-04-15,MV Kalimantan Jaya,Surabaya,33352,2023-04-19,2023-04-26,On Schedule
SHP00494-2,MINE_2,2023-04-15,MV Borneo Star,Samarinda,37760,2023-04-20,2023-04-22,On Schedule
SHP01070-5,MINE_5,2023-04-15,MV Sungai Barito,Tarakan,15855,2023-04-15,2023-04-16,On Schedule
SHP00207-1,MINE_1,2023-04-22,MV Nusantara 01,Banjarmasin,19492,2023-04-22,2023-04-25,On Schedule
SHP00927-4,MINE_4,2023-04-22,MV Borneo Star,Samarinda,35013,2023-04-24,2023-04-25,On Schedule
SHP00735-3,MINE_3,2023-04-22,MV Sumatra Raya,Tanjungbalai,27871,2023-04-24,2023-04-30,Pending
SHP00495-2,MINE_2,2023-04-22,MV Kalimantan Jaya,Samarinda,18311,2023-04-25,2023-04-26,On Schedule
SHP01071-5,MINE_5,2023-04-22,MV Kapuas Indah,Tarakan,30812,2023-04-25,2023-04-27,On Schedule
SHP00208-1,MINE_1,2023-05-01,MV Nusantara 01,Surabaya,37958,2023-05-06,2023-05-13,On Schedule
SHP00736-3,MINE_3,2023-05-01,MV Sriwijaya,Tanjungbalai,19033,2023-05-02,2023-05-06,On Schedule
SHP00928-4,MINE_4,2023-05-01,MV Kalimantan Jaya,Samarinda,16774,2023-05-04,2023-05-06,On Schedule
SHP00496-2,MINE_2,2023-05-01,MV Kalimantan Jaya,Samarinda,39306,2023-05-04,2023-05-06,On Schedule
SHP01072-5,MINE_5,2023-05-01,MV Sungai Barito,Makassar,31585,2023-05-05,2023-05-08,On Schedule
SHP00209-1,MINE_1,2023-05-08,MV Nusantara 01,Banjarmasin,27497,2023-05-09,2023-05-11,On Schedule
SHP00737-3,MINE_3,2023-05-08,MV Sriwijaya,Belawan,34539,2023-05-11,2023-05-16,On Schedule
SHP00929-4,MINE_4,2023-05-08,MV Kalimantan Jaya,Surabaya,21031,2023-05-12,2023-05-17,Pending
SHP01073-5,MINE_5,2023-05-08,MV Kapuas Indah,Tarakan,33850,2023-05-08,2023-05-10,On Schedule
SHP00497-2,MINE_2,2023-05-08,MV Nusantara 01,Samarinda,24428,2023-05-09,2023-05-10,Delayed
SHP00738-3,MINE_3,2023-05-15,MV Sriwijaya,Belawan,22461,2023-05-15,2023-05-18,Delayed
SHP00498-2,MINE_2,2023-05-15,MV Borneo Star,Samarinda,18500,2023-05-16,2023-05-19,On Schedule
SHP00210-1,MINE_1,2023-05-15,MV Kalimantan Jaya,Surabaya,25081,2023-05-16,2023-05-22,On Schedule
SHP01074-5,MINE_5,2023-05-15,MV Sungai Barito,Makassar,18134,2023-05-18,2023-05-21,On Schedule
SHP00930-4,MINE_4,2023-05-15,MV Nusantara 01,Surabaya,16141,2023-05-16,2023-05-21,Delayed
SHP00739-3,MINE_3,2023-05-22,MV Sriwijaya,Tanjungbalai,26172,2023-05-23,2023-05-29,On Schedule
SHP00931-4,MINE_4,2023-05-22,MV Kalimantan Jaya,Surabaya,33990,2023-05-22,2023-05-25,On Schedule
SHP01075-5,MINE_5,2023-05-22,MV Sungai Barito,Makassar,17011,2023-05-25,2023-05-29,On Schedule
SHP00499-2,MINE_2,2023-05-22,MV Nusantara 01,Samarinda,29730,2023-05-24,2023-05-26,On Schedule
SHP00211-1,MINE_1,2023-05-22,MV Borneo Star,Surabaya,26951,2023-05-26,2023-05-30,On Schedule
SHP00212-1,MINE_1,2023-06-01,MV Borneo Star,Banjarmasin,33284,2023-06-04,2023-06-05,Pending
SHP00932-4,MINE_4,2023-06-01,MV Borneo Star,Surabaya,37602,2023-06-03,2023-06-08,On Schedule
SHP00740-3,MINE_3,2023-06-01,MV Sumatra Raya,Belawan,21591,2023-06-06,2023-06-11,On Schedule
SHP00500-2,MINE_2,2023-06-01,MV Nusantara 01,Balikpapan,37652,2023-06-06,2023-06-09,On Schedule
SHP01076-5,MINE_5,2023-06-01,MV Kapuas Indah,Makassar,33556,2023-06-05,2023-06-09,On Schedule
SHP00213-1,MINE_1,2023-06-08,MV Kalimantan Jaya,Banjarmasin,21139,2023-06-13,2023-06-15,On Schedule
SHP00933-4,MINE_4,2023-06-08,MV Kalimantan Jaya,Samarinda,29973,2023-06-10,2023-06-13,On Schedule
SHP00501-2,MINE_2,2023-06-08,MV Kalimantan Jaya,Balikpapan,18236,2023-06-13,2023-06-14,On Schedule
SHP00741-3,MINE_3,2023-06-08,MV Sriwijaya,Tanjungbalai,20498,2023-06-12,2023-06-19,Delayed
SHP01077-5,MINE_5,2023-06-08,MV Sungai Barito,Makassar,39114,2023-06-09,2023-06-16,On Schedule
SHP00934-4,MINE_4,2023-06-15,MV Kalimantan Jaya,Surabaya,23491,2023-06-18,2023-06-25,Delayed
SHP00502-2,MINE_2,2023-06-15,MV Nusantara 01,Samarinda,30996,2023-06-18,2023-06-21,On Schedule
SHP01078-5,MINE_5,2023-06-15,MV Sungai Barito,Makassar,21652,2023-06-17,2023-06-23,Pending
SHP00742-3,MINE_3,2023-06-15,MV Sumatra Raya,Tanjungbalai,26927,2023-06-20,2023-06-23,On Schedule
SHP00214-1,MINE_1,2023-06-15,MV Kalimantan Jaya,Banjarmasin,17660,2023-06-19,2023-06-20,On Schedule
SHP00743-3,MINE_3,2023-06-22,MV Sriwijaya,Belawan,39842,2023-06-24,2023-07-01,On Schedule
SHP00215-1,MINE_1,2023-06-22,MV Nusantara 01,Surabaya,27021,2023-06-27,2023-07-04,Delayed
SHP00935-4,MINE_4,2023-06-22,MV Kalimantan Jaya,Samarinda,15557,2023-06-25,2023-06-26,On Schedule
SHP00503-2,MINE_2,2023-06-22,MV Borneo Star,Samarinda,19761,2023-06-24,2023-06-27,Pending
SHP01079-5,MINE_5,2023-06-22,MV Kapuas Indah,Makassar,20347,2023-06-27,2023-07-01,On Schedule
SHP00216-1,MINE_1,2023-07-01,MV Kalimantan Jaya,Surabaya,27991,2023-07-03,2023-07-08,On Schedule
SHP00936-4,MINE_4,2023-07-01,MV Borneo Star,Samarinda,30309,2023-07-03,2023-07-04,On Schedule
SHP00504-2,MINE_2,2023-07-01,MV Nusantara 01,Samarinda,15364,2023-07-04,2023-07-07,On Schedule
SHP01080-5,MINE_5,2023-07-01,MV Sungai Barito,Tarakan,23016,2023-07-04,2023-07-05,On Schedule
SHP00744-3,MINE_3,2023-07-01,MV Sriwijaya,Tanjungbalai,17490,2023-07-03,2023-07-08,On Schedule
SHP00937-4,MINE_4,2023-07-08,MV Nusantara 01,Surabaya,35501,2023-07-12,2023-07-16,On Schedule
SHP01081-5,MINE_5,2023-07-08,MV Sungai Barito,Tarakan,37313,2023-07-13,2023-07-15,On Schedule
SHP00745-3,MINE_3,2023-07-08,MV Sriwijaya,Tanjungbalai,26944,2023-07-11,2023-07-15,On Schedule
SHP00217-1,MINE_1,2023-07-08,MV Borneo Star,Banjarmasin,27306,2023-07-13,2023-07-16,On Schedule
SHP00505-2,MINE_2,2023-07-08,MV Borneo Star,Samarinda,27866,2023-07-13,2023-07-16,Delayed
SHP01082-5,MINE_5,2023-07-15,MV Sungai Barito,Tarakan,37052,2023-07-15,2023-07-18,On Schedule
SHP00746-3,MINE_3,2023-07-15,MV Sumatra Raya,Belawan,26390,2023-07-18,2023-07-21,Delayed
SHP00506-2,MINE_2,2023-07-15,MV Nusantara 01,Balikpapan,36421,2023-07-15,2023-07-17,On Schedule
SHP00938-4,MINE_4,2023-07-15,MV Borneo Star,Samarinda,34810,2023-07-20,2023-07-23,On Schedule
SHP00218-1,MINE_1,2023-07-15,MV Borneo Star,Surabaya,25207,2023-07-19,2023-07-26,On Schedule
SHP00219-1,MINE_1,2023-07-22,MV Kalimantan Jaya,Banjarmasin,37031,2023-07-24,2023-07-26,On Schedule
SHP00747-3,MINE_3,2023-07-22,MV Sriwijaya,Belawan,38931,2023-07-23,2023-07-27,Delayed
SHP00939-4,MINE_4,2023-07-22,MV Borneo Star,Surabaya,25350,2023-07-23,2023-07-30,On Schedule
SHP00507-2,MINE_2,2023-07-22,MV Borneo Star,Samarinda,19727,2023-07-24,2023-07-27,On Schedule
SHP01083-5,MINE_5,2023-07-22,MV Sungai Barito,Makassar,17368,2023-07-26,2023-08-02,On Schedule
SHP00508-2,MINE_2,2023-08-01,MV Borneo Star,Samarinda,38954,2023-08-05,2023-08-06,On Schedule
SHP00748-3,MINE_3,2023-08-01,MV Sriwijaya,Belawan,31566,2023-08-06,2023-08-09,On Schedule
SHP01084-5,MINE_5,2023-08-01,MV Kapuas Indah,Makassar,36959,2023-08-02,2023-08-08,On Schedule
SHP00220-1,MINE_1,2023-08-01,MV Borneo Star,Surabaya,31237,2023-08-02,2023-08-08,Delayed
SHP00940-4,MINE_4,2023-08-01,MV Nusantara 01,Surabaya,16228,2023-08-06,2023-08-12,Pending
SHP00509-2,MINE_2,2023-08-08,MV Borneo Star,Balikpapan,19945,2023-08-13,2023-08-15,Delayed
SHP00749-3,MINE_3,2023-08-08,MV Sriwijaya,Belawan,30920,2023-08-08,2023-08-14,On Schedule
SHP01085-5,MINE_5,2023-08-08,MV Sungai Barito,Tarakan,33193,2023-08-09,2023-08-10,On Schedule
SHP00941-4,MINE_4,2023-08-08,MV Borneo Star,Samarinda,17437,2023-08-09,2023-08-10,On Schedule
SHP00221-1,MINE_1,2023-08-08,MV Kalimantan Jaya,Surabaya,22818,2023-08-12,2023-08-18,Delayed
SHP00942-4,MINE_4,2023-08-15,MV Nusantara 01,Samarinda,20793,2023-08-15,2023-08-18,On Schedule
SHP00750-3,MINE_3,2023-08-15,MV Sumatra Raya,Tanjungbalai,17224,2023-08-17,2023-08-24,On Schedule
SHP00222-1,MINE_1,2023-08-15,MV Nusantara 01,Banjarmasin,23662,2023-08-15,2023-08-17,On Schedule
SHP01086-5,MINE_5,2023-08-15,MV Sungai Barito,Makassar,38478,2023-08-17,2023-08-20,On Schedule
SHP00510-2,MINE_2,2023-08-15,MV Nusantara 01,Samarinda,30372,2023-08-19,2023-08-22,On Schedule
SHP00943-4,MINE_4,2023-08-22,MV Nusantara 01,Samarinda,36272,2023-08-25,2023-08-28,On Schedule
SHP00751-3,MINE_3,2023-08-22,MV Sriwijaya,Tanjungbalai,16316,2023-08-24,2023-08-29,On Schedule
SHP00223-1,MINE_1,2023-08-22,MV Kalimantan Jaya,Surabaya,16378,2023-08-25,2023-08-28,On Schedule
SHP01087-5,MINE_5,2023-08-22,MV Kapuas Indah,Makassar,20355,2023-08-27,2023-09-01,On Schedule
SHP00511-2,MINE_2,2023-08-22,MV Nusantara 01,Samarinda,39972,2023-08-26,2023-08-28,On Schedule
SHP00512-2,MINE_2,2023-09-01,MV Borneo Star,Balikpapan,34621,2023-09-01,2023-09-02,On Schedule
SHP00752-3,MINE_3,2023-09-01,MV Sumatra Raya,Tanjungbalai,25860,2023-09-01,2023-09-07,Delayed
SHP00224-1,MINE_1,2023-09-01,MV Kalimantan Jaya,Surabaya,29609,2023-09-01,2023-09-07,Delayed
SHP00944-4,MINE_4,2023-09-01,MV Borneo Star,Surabaya,31923,2023-09-04,2023-09-11,Delayed
SHP01088-5,MINE_5,2023-09-01,MV Kapuas Indah,Tarakan,26515,2023-09-04,2023-09-05,On Schedule
SHP01089-5,MINE_5,2023-09-08,MV Sungai Barito,Tarakan,25293,2023-09-08,2023-09-10,On Schedule
SHP00225-1,MINE_1,2023-09-08,MV Nusantara 01,Banjarmasin,35132,2023-09-09,2023-09-11,Pending
SHP00513-2,MINE_2,2023-09-08,MV Borneo Star,Balikpapan,32058,2023-09-08,2023-09-10,On Schedule
SHP00945-4,MINE_4,2023-09-08,MV Nusantara 01,Surabaya,18253,2023-09-08,2023-09-14,On Schedule
SHP00753-3,MINE_3,2023-09-08,MV Sriwijaya,Belawan,16401,2023-09-08,2023-09-14,On Schedule
SHP00946-4,MINE_4,2023-09-15,MV Borneo Star,Samarinda,34611,2023-09-18,2023-09-21,On Schedule
SHP00514-2,MINE_2,2023-09-15,MV Kalimantan Jaya,Balikpapan,37475,2023-09-18,2023-09-20,On Schedule
SHP01090-5,MINE_5,2023-09-15,MV Sungai Barito,Makassar,30493,2023-09-17,2023-09-20,On Schedule
SHP00226-1,MINE_1,2023-09-15,MV Kalimantan Jaya,Banjarmasin,19025,2023-09-15,2023-09-18,On Schedule
SHP00754-3,MINE_3,2023-09-15,MV Sriwijaya,Tanjungbalai,37900,2023-09-18,2023-09-23,On Schedule
SHP00755-3,MINE_3,2023-09-22,MV Sriwijaya,Tanjungbalai,33591,2023-09-24,2023-09-27,Delayed
SHP00515-2,MINE_2,2023-09-22,MV Kalimantan Jaya,Samarinda,26477,2023-09-22,2023-09-23,On Schedule
SHP00947-4,MINE_4,2023-09-22,MV Nusantara 01,Samarinda,36729,2023-09-22,2023-09-23,On Schedule
SHP01091-5,MINE_5,2023-09-22,MV Sungai Barito,Makassar,23707,2023-09-25,2023-09-29,Pending
SHP00227-1,MINE_1,2023-09-22,MV Kalimantan Jaya,Banjarmasin,38067,2023-09-26,2023-09-28,Delayed
SHP01092-5,MINE_5,2023-10-01,MV Sungai Barito,Tarakan,25601,2023-10-02,2023-10-05,Delayed
SHP00516-2,MINE_2,2023-10-01,MV Kalimantan Jaya,Balikpapan,37794,2023-10-03,2023-10-04,Pending
SHP00948-4,MINE_4,2023-10-01,MV Nusantara 01,Samarinda,23682,2023-10-04,2023-10-07,Delayed
SHP00228-1,MINE_1,2023-10-01,MV Nusantara 01,Surabaya,24784,2023-10-06,2023-10-12,Delayed
SHP00756-3,MINE_3,2023-10-01,MV Sriwijaya,Tanjungbalai,24968,2023-10-02,2023-10-06,Pending
SHP00517-2,MINE_2,2023-10-08,MV Kalimantan Jaya,Samarinda,26185,2023-10-13,2023-10-14,On Schedule
SHP01093-5,MINE_5,2023-10-08,MV Kapuas Indah,Tarakan,21420,2023-10-12,2023-10-14,Pending
SHP00949-4,MINE_4,2023-10-08,MV Borneo Star,Surabaya,25541,2023-10-13,2023-10-17,On Schedule
SHP00229-1,MINE_1,2023-10-08,MV Borneo Star,Banjarmasin,16116,2023-10-13,2023-10-15,On Schedule
SHP00757-3,MINE_3,2023-10-08,MV Sriwijaya,Belawan,39272,2023-10-11,2023-10-14,Pending
SHP00230-1,MINE_1,2023-10-15,MV Kalimantan Jaya,Surabaya,26755,2023-10-17,2023-10-23,Pending
SHP01094-5,MINE_5,2023-10-15,MV Kapuas Indah,Makassar,34127,2023-10-17,2023-10-23,Delayed
SHP00950-4,MINE_4,2023-10-15,MV Borneo Star,Surabaya,36642,2023-10-15,2023-10-21,On Schedule
SHP00758-3,MINE_3,2023-10-15,MV Sumatra Raya,Belawan,15619,2023-10-20,2023-10-24,Delayed
SHP00518-2,MINE_2,2023-10-15,MV Nusantara 01,Samarinda,29122,2023-10-16,2023-10-17,On Schedule
SHP01095-5,MINE_5,2023-10-22,MV Kapuas Indah,Makassar,23199,2023-10-26,2023-10-30,Delayed
SHP00951-4,MINE_4,2023-10-22,MV Nusantara 01,Surabaya,36542,2023-10-22,2023-10-27,Delayed
SHP00231-1,MINE_1,2023-10-22,MV Borneo Star,Surabaya,27424,2023-10-26,2023-11-01,Delayed
SHP00519-2,MINE_2,2023-10-22,MV Kalimantan Jaya,Balikpapan,34710,2023-10-25,2023-10-27,On Schedule
SHP00759-3,MINE_3,2023-10-22,MV Sumatra Raya,Tanjungbalai,35022,2023-10-25,2023-10-29,Delayed
SHP00952-4,MINE_4,2023-11-01,MV Nusantara 01,Surabaya,26128,2023-11-05,2023-11-10,On Schedule
SHP00760-3,MINE_3,2023-11-01,MV Sumatra Raya,Belawan,17787,2023-11-05,2023-11-09,On Schedule
SHP00232-1,MINE_1,2023-11-01,MV Nusantara 01,Banjarmasin,17176,2023-11-02,2023-11-05,On Schedule
SHP00520-2,MINE_2,2023-11-01,MV Kalimantan Jaya,Samarinda,24171,2023-11-01,2023-11-04,On Schedule
SHP01096-5,MINE_5,2023-11-01,MV Kapuas Indah,Tarakan,35058,2023-11-03,2023-11-04,On Schedule
