effcap_id,plan_id,mine_id,equipment_id,equipment_type,week_start,road_condition,weather_condition,availability_pct,effective_capacity_ton_day,remark
EFC00447-3,PLAN0088-3,MINE_3,EQ031-3,Loader,2022-10-22,Good,Mendung,92,44.54,Optimal
EFC00448-2,PLAN0137-2,MINE_2,EQ024-2,Loader,2022-11-01,Good,Mendung,78,59.46,Optimal
EFC00449-1,PLAN0185-1,MINE_1,EQ027-1,Excavator,2022-11-01,Good,Mendung,89,335.93,Optimal
EFC00450-3,PLAN0089-3,MINE_3,EQ046-3,Dump Truck,2022-11-01,Fair,Hujan ringan,97,1263.94,Moderate Weather Impact
EFC00451-4,PLAN0041-4,MINE_4,EQ003-4,Dump Truck,2022-11-01,Good,Mendung,90,1670.8,Optimal
EFC00452-3,PLAN0090-3,MINE_3,EQ046-3,Dump Truck,2022-11-08,Good,Mendung,91,1157.23,Optimal
EFC00453-1,PLAN0186-1,MINE_1,EQ017-1,Loader,2022-11-08,Fair,Mendung,99,33.11,Optimal
EFC00454-2,PLAN0138-2,MINE_2,EQ028-2,Loader,2022-11-08,Good,Mendung,79,17.5,Optimal
EFC00455-4,PLAN0042-4,MINE_4,EQ026-4,Excavator,2022-11-08,Good,Mendung,96,234.47,Optimal
EFC00456-3,PLAN0091-3,MINE_3,EQ046-3,Dump Truck,2022-11-15,Good,Mendung,98,1154.86,Optimal
EFC00457-1,PLAN0187-1,MINE_1,EQ038-1,Loader,2022-11-15,Fair,Mendung,91,55.47,Optimal
EFC00458-2,PLAN0139-2,MINE_2,EQ042-2,Dump Truck,2022-11-15,Good,Mendung,94,1545.65,Optimal
EFC00459-4,PLAN0043-4,MINE_4,EQ026-4,Excavator,2022-11-15,Good,Mendung,94,224.58,Optimal
EFC00460-1,PLAN0188-1,MINE_1,EQ011-1,Loader,2022-11-22,Good,Mendung,77,26.02,Optimal
EFC00461-3,PLAN0092-3,MINE_3,EQ046-3,Dump Truck,2022-11-22,Good,Mendung,72,1215.58,Optimal
EFC00462-2,PLAN0140-2,MINE_2,EQ025-2,Excavator,2022-11-22,Good,Mendung,89,359.83,Optimal
EFC00463-4,PLAN0044-4,MINE_4,EQ013-4,Dump Truck,2022-11-22,Fair,Mendung,89,729.67,Optimal
EFC00464-2,PLAN0141-2,MINE_2,EQ019-2,Dump Truck,2022-12-01,Good,Mendung,72,825.77,Optimal
EFC00465-4,PLAN0045-4,MINE_4,EQ003-4,Dump Truck,2022-12-01,Fair,Mendung,90,1425.96,Optimal
EFC00466-1,PLAN0189-1,MINE_1,EQ005-1,Dump Truck,2022-12-01,Good,Mendung,92,1746.01,Optimal
EFC00467-3,PLAN0093-3,MINE_3,EQ031-3,Loader,2022-12-01,Fair,Mendung,95,38.06,Optimal
EFC00468-2,PLAN0142-2,MINE_2,EQ001-2,Loader,2022-12-08,Good,Mendung,88,72.37,Optimal
EFC00469-1,PLAN0190-1,MINE_1,EQ027-1,Excavator,2022-12-08,Good,Mendung,82,230.61,Optimal
EFC00470-4,PLAN0046-4,MINE_4,EQ003-4,Dump Truck,2022-12-08,Good,Mendung,88,1755.2,Optimal
EFC00471-3,PLAN0094-3,MINE_3,EQ031-3,Loader,2022-12-08,Good,Mendung,90,60.36,Optimal
EFC00472-4,PLAN0047-4,MINE_4,EQ010-4,Dump Truck,2022-12-15,Good,Mendung,98,1794.54,Optimal
EFC00473-1,PLAN0191-1,MINE_1,EQ011-1,Loader,2022-12-15,Fair,Mendung,87,26.58,Optimal
EFC00474-3,PLAN0095-3,MINE_3,EQ039-3,Excavator,2022-12-15,Fair,Mendung,92,41.48,Optimal
EFC00475-2,PLAN0143-2,MINE_2,EQ049-2,Loader,2022-12-15,Good,Mendung,90,34.07,Optimal
EFC00476-3,PLAN0096-3,MINE_3,EQ021-3,Excavator,2022-12-22,Fair,Mendung,99,254.85,Optimal
EFC00477-1,PLAN0192-1,MINE_1,EQ015-1,Excavator,2022-12-22,Good,Mendung,81,60.85,Optimal
EFC00478-2,PLAN0144-2,MINE_2,EQ004-2,Dump Truck,2022-12-22,Fair,Mendung,75,1194.35,Optimal
EFC00479-4,PLAN0048-4,MINE_4,EQ013-4,Dump Truck,2022-12-22,Fair,Mendung,90,1012.49,Optimal
EFC00480-3,PLAN0097-3,MINE_3,EQ031-3,Loader,2023-01-01,Good,Mendung,76,33.3,Optimal
EFC00481-1,PLAN0193-1,MINE_1,EQ011-1,Loader,2023-01-01,Good,Mendung,97,32.68,Optimal
EFC00482-2,PLAN0145-2,MINE_2,EQ024-2,Loader,2023-01-01,Fair,Mendung,96,64.08,Optimal
EFC00483-5,PLAN0001-5,MINE_5,EQ034-5,Excavator,2023-01-01,Good,Mendung,92,334.65,Optimal
EFC00484-4,PLAN0049-4,MINE_4,EQ013-4,Dump Truck,2023-01-01,Good,Mendung,74,715.03,Optimal
EFC00485-2,PLAN0146-2,MINE_2,EQ042-2,Dump Truck,2023-01-08,Good,Mendung,97,1621.77,Optimal
EFC00486-4,PLAN0050-4,MINE_4,EQ026-4,Excavator,2023-01-08,Good,Mendung,83,178.38,Optimal
EFC00487-3,PLAN0098-3,MINE_3,EQ039-3,Excavator,2023-01-08,Fair,Mendung,74,31.73,Optimal
EFC00488-5,PLAN0002-5,MINE_5,EQ044-5,Loader,2023-01-08,Fair,Mendung,93,31.87,Optimal
EFC00489-1,PLAN0194-1,MINE_1,EQ016-1,Dump Truck,2023-01-08,Good,Mendung,93,1291.34,Optimal
EFC00490-1,PLAN0195-1,MINE_1,EQ020-1,Excavator,2023-01-15,Good,Mendung,77,6.64,Optimal
EFC00491-5,PLAN0003-5,MINE_5,EQ034-5,Excavator,2023-01-15,Good,Mendung,84,277.48,Optimal
EFC00492-2,PLAN0147-2,MINE_2,EQ004-2,Dump Truck,2023-01-15,Good,Mendung,83,1724.64,Optimal
EFC00493-4,PLAN0051-4,MINE_4,EQ013-4,Dump Truck,2023-01-15,Good,Mendung,90,1217.72,Optimal
EFC00494-3,PLAN0099-3,MINE_3,EQ046-3,Dump Truck,2023-01-15,Good,Mendung,76,803.51,Optimal
EFC00495-4,PLAN0052-4,MINE_4,EQ003-4,Dump Truck,2023-01-22,Fair,Mendung,85,1642.75,Optimal
EFC00496-2,PLAN0148-2,MINE_2,EQ029-2,Excavator,2023-01-22,Good,Mendung,80,54.94,Optimal
EFC00497-5,PLAN0004-5,MINE_5,EQ008-5,Loader,2023-01-22,Good,Mendung,90,84.62,Optimal
EFC00498-1,PLAN0196-1,MINE_1,EQ006-1,Dump Truck,2023-01-22,Good,Mendung,78,1194.29,Optimal
EFC00499-3,PLAN0100-3,MINE_3,EQ046-3,Dump Truck,2023-01-22,Good,Mendung,90,1231.86,Optimal
EFC00500-4,PLAN0053-4,MINE_4,EQ036-4,Loader,2023-02-01,Fair,Mendung,93,93.18,Optimal
EFC00501-5,PLAN0005-5,MINE_5,EQ035-5,Loader,2023-02-01,Good,Mendung,81,40.62,Optimal
EFC00502-3,PLAN0101-3,MINE_3,EQ039-3,Excavator,2023-02-01,Fair,Mendung,86,46.99,Optimal
EFC00503-2,PLAN0149-2,MINE_2,EQ004-2,Dump Truck,2023-02-01,Good,Mendung,94,1911.16,Optimal
EFC00504-1,PLAN0197-1,MINE_1,EQ045-1,Excavator,2023-02-01,Good,Mendung,87,7.29,Optimal
EFC00505-1,PLAN0198-1,MINE_1,EQ037-1,Excavator,2023-02-08,Good,Mendung,73,35.71,Optimal
EFC00506-3,PLAN0102-3,MINE_3,EQ021-3,Excavator,2023-02-08,Good,Mendung,70,215.8,Optimal
EFC00507-5,PLAN0006-5,MINE_5,EQ034-5,Excavator,2023-02-08,Good,Mendung,92,373.19,Optimal
EFC00508-2,PLAN0150-2,MINE_2,EQ028-2,Loader,2023-02-08,Fair,Mendung,90,24.03,Optimal
EFC00509-4,PLAN0054-4,MINE_4,EQ036-4,Loader,2023-02-08,Good,Mendung,84,90.84,Optimal
EFC00510-3,PLAN0103-3,MINE_3,EQ021-3,Excavator,2023-02-15,Good,Mendung,88,313.67,Optimal
EFC00511-5,PLAN0007-5,MINE_5,EQ012-5,Excavator,2023-02-15,Fair,Mendung,77,24.04,Optimal
EFC00512-4,PLAN0055-4,MINE_4,EQ026-4,Excavator,2023-02-15,Good,Mendung,82,148.0,Optimal
EFC00513-2,PLAN0151-2,MINE_2,EQ004-2,Dump Truck,2023-02-15,Fair,Mendung,71,1006.97,Optimal
EFC00514-1,PLAN0199-1,MINE_1,EQ045-1,Excavator,2023-02-15,Fair,Mendung,88,6.45,Optimal
EFC00515-4,PLAN0056-4,MINE_4,EQ010-4,Dump Truck,2023-02-22,Good,Mendung,87,1575.62,Optimal
EFC00516-2,PLAN0152-2,MINE_2,EQ024-2,Loader,2023-02-22,Fair,Mendung,88,46.47,Optimal
EFC00517-1,PLAN0200-1,MINE_1,EQ017-1,Loader,2023-02-22,Good,Mendung,70,23.95,Optimal
EFC00518-3,PLAN0104-3,MINE_3,EQ031-3,Loader,2023-02-22,Good,Mendung,72,30.57,Optimal
EFC00519-5,PLAN0008-5,MINE_5,EQ035-5,Loader,2023-02-22,Fair,Mendung,91,47.37,Optimal
EFC00520-5,PLAN0009-5,MINE_5,EQ008-5,Loader,2023-03-01,Good,Mendung,84,70.86,Optimal
EFC00521-3,PLAN0105-3,MINE_3,EQ009-3,Loader,2023-03-01,Good,Mendung,85,19.06,Optimal
EFC00522-2,PLAN0153-2,MINE_2,EQ018-2,Excavator,2023-03-01,Fair,Mendung,81,21.84,Optimal
EFC00523-1,PLAN0201-1,MINE_1,EQ005-1,Dump Truck,2023-03-01,Fair,Mendung,99,1237.28,Optimal
EFC00524-4,PLAN0057-4,MINE_4,EQ013-4,Dump Truck,2023-03-01,Fair,Mendung,73,597.64,Optimal
EFC00525-5,PLAN0010-5,MINE_5,EQ044-5,Loader,2023-03-08,Good,Mendung,91,40.2,Optimal
EFC00526-3,PLAN0106-3,MINE_3,EQ009-3,Loader,2023-03-08,Fair,Mendung,94,19.3,Optimal
EFC00527-1,PLAN0202-1,MINE_1,EQ007-1,Dump Truck,2023-03-08,Fair,Mendung,78,1000.31,Optimal
EFC00528-4,PLAN0058-4,MINE_4,EQ013-4,Dump Truck,2023-03-08,Fair,Mendung,82,810.29,Optimal
EFC00529-2,PLAN0154-2,MINE_2,EQ025-2,Excavator,2023-03-08,Good,Mendung,75,260.03,Optimal
EFC00530-4,PLAN0059-4,MINE_4,EQ003-4,Dump Truck,2023-03-15,Good,Mendung,84,1415.83,Optimal
EFC00531-1,PLAN0203-1,MINE_1,EQ038-1,Loader,2023-03-15,Good,Mendung,83,65.4,Optimal
EFC00532-3,PLAN0107-3,MINE_3,EQ021-3,Excavator,2023-03-15,Good,Mendung,73,220.94,Optimal
EFC00533-5,PLAN0011-5,MINE_5,EQ002-5,Dump Truck,2023-03-15,Good,Mendung,82,828.44,Optimal
EFC00534-2,PLAN0155-2,MINE_2,EQ048-2,Loader,2023-03-15,Fair,Mendung,86,28.43,Optimal
EFC00535-2,PLAN0156-2,MINE_2,EQ025-2,Excavator,2023-03-22,Good,Mendung,90,228.99,Optimal
EFC00536-4,PLAN0060-4,MINE_4,EQ010-4,Dump Truck,2023-03-22,Good,Mendung,93,1444.55,Optimal
EFC00537-3,PLAN0108-3,MINE_3,EQ009-3,Loader,2023-03-22,Good,Mendung,83,20.5,Optimal
EFC00538-1,PLAN0204-1,MINE_1,EQ038-1,Loader,2023-03-22,Good,Mendung,84,65.72,Optimal
EFC00539-5,PLAN0012-5,MINE_5,EQ012-5,Excavator,2023-03-22,Good,Mendung,70,26.23,Optimal
EFC00540-4,PLAN0061-4,MINE_4,EQ003-4,Dump Truck,2023-04-01,Good,Mendung,81,1327.57,Optimal
EFC00541-5,PLAN0013-5,MINE_5,EQ002-5,Dump Truck,2023-04-01,Good,Mendung,81,607.32,Optimal
EFC00542-1,PLAN0205-1,MINE_1,EQ022-1,Excavator,2023-04-01,Good,Mendung,77,36.52,Optimal
EFC00543-2,PLAN0157-2,MINE_2,EQ004-2,Dump Truck,2023-04-01,Fair,Mendung,94,1718.55,Optimal
EFC00544-3,PLAN0109-3,MINE_3,EQ046-3,Dump Truck,2023-04-01,Good,Mendung,75,1222.74,Optimal
EFC00545-5,PLAN0014-5,MINE_5,EQ035-5,Loader,2023-04-08,Good,Mendung,75,50.46,Optimal
EFC00546-1,PLAN0206-1,MINE_1,EQ032-1,Loader,2023-04-08,Good,Berawan,95,46.88,Optimal
EFC00547-2,PLAN0158-2,MINE_2,EQ001-2,Loader,2023-04-08,Good,Berawan,74,70.33,Optimal
EFC00548-3,PLAN0110-3,MINE_3,EQ021-3,Excavator,2023-04-08,Good,Mendung,78,280.38,Optimal
EFC00549-4,PLAN0062-4,MINE_4,EQ010-4,Dump Truck,2023-04-08,Fair,Berawan,78,1283.68,Optimal
EFC00550-3,PLAN0111-3,MINE_3,EQ039-3,Excavator,2023-04-15,Good,Mendung,98,64.11,Optimal
EFC00551-1,PLAN0207-1,MINE_1,EQ047-1,Excavator,2023-04-15,Good,Mendung,88,350.28,Optimal
EFC00552-4,PLAN0063-4,MINE_4,EQ010-4,Dump Truck,2023-04-15,Fair,Mendung,88,1383.16,Optimal
EFC00553-2,PLAN0159-2,MINE_2,EQ018-2,Excavator,2023-04-15,Good,Mendung,84,22.82,Optimal
EFC00554-5,PLAN0015-5,MINE_5,EQ044-5,Loader,2023-04-15,Good,Mendung,89,28.69,Optimal
EFC00555-1,PLAN0208-1,MINE_1,EQ022-1,Excavator,2023-04-22,Good,Mendung,89,44.24,Optimal
EFC00556-4,PLAN0064-4,MINE_4,EQ003-4,Dump Truck,2023-04-22,Fair,Mendung,76,965.5,Optimal
EFC00557-3,PLAN0112-3,MINE_3,EQ009-3,Loader,2023-04-22,Good,Mendung,88,23.9,Optimal
EFC00558-2,PLAN0160-2,MINE_2,EQ029-2,Excavator,2023-04-22,Good,Mendung,90,69.17,Optimal
EFC00559-5,PLAN0016-5,MINE_5,EQ035-5,Loader,2023-04-22,Good,Mendung,90,57.86,Optimal
EFC00560-1,PLAN0209-1,MINE_1,EQ038-1,Loader,2023-05-01,Fair,Mendung,71,49.52,Optimal
EFC00561-3,PLAN0113-3,MINE_3,EQ039-3,Excavator,2023-05-01,Fair,Mendung,86,55.3,Optimal
EFC00562-4,PLAN0065-4,MINE_4,EQ003-4,Dump Truck,2023-05-01,Good,Mendung,85,1461.32,Optimal
EFC00563-2,PLAN0161-2,MINE_2,EQ019-2,Dump Truck,2023-05-01,Good,Mendung,82,740.13,Optimal
EFC00564-5,PLAN0017-5,MINE_5,EQ008-5,Loader,2023-05-01,Good,Mendung,93,69.75,Optimal
EFC00565-1,PLAN0210-1,MINE_1,EQ030-1,Excavator,2023-05-08,Good,Berawan,94,214.61,Optimal
EFC00566-3,PLAN0114-3,MINE_3,EQ021-3,Excavator,2023-05-08,Fair,Berawan,72,173.91,Optimal
EFC00567-4,PLAN0066-4,MINE_4,EQ003-4,Dump Truck,2023-05-08,Good,Berawan,92,1884.67,Optimal
EFC00568-5,PLAN0018-5,MINE_5,EQ034-5,Excavator,2023-05-08,Fair,Mendung,70,269.07,Optimal
EFC00569-2,PLAN0162-2,MINE_2,EQ024-2,Loader,2023-05-08,Fair,Berawan,89,51.14,Optimal
EFC00570-3,PLAN0115-3,MINE_3,EQ009-3,Loader,2023-05-15,Good,Mendung,85,19.6,Optimal
EFC00571-2,PLAN0163-2,MINE_2,EQ001-2,Loader,2023-05-15,Good,Mendung,78,66.22,Optimal
EFC00572-1,PLAN0211-1,MINE_1,EQ007-1,Dump Truck,2023-05-15,Fair,Mendung,87,1526.47,Optimal
EFC00573-5,PLAN0019-5,MINE_5,EQ035-5,Loader,2023-05-15,Good,Mendung,86,54.32,Optimal
EFC00574-4,PLAN0067-4,MINE_4,EQ026-4,Excavator,2023-05-15,Good,Mendung,74,114.24,Optimal
EFC00575-3,PLAN0116-3,MINE_3,EQ021-3,Excavator,2023-05-22,Fair,Mendung,95,304.81,Optimal
EFC00576-4,PLAN0068-4,MINE_4,EQ010-4,Dump Truck,2023-05-22,Fair,Mendung,78,1073.04,Optimal
EFC00577-5,PLAN0020-5,MINE_5,EQ034-5,Excavator,2023-05-22,Good,Berawan,88,270.8,Optimal
EFC00578-2,PLAN0164-2,MINE_2,EQ024-2,Loader,2023-05-22,Good,Mendung,96,78.06,Optimal
EFC00579-1,PLAN0212-1,MINE_1,EQ038-1,Loader,2023-05-22,Good,Mendung,79,82.34,Optimal
EFC00580-1,PLAN0213-1,MINE_1,EQ032-1,Loader,2023-06-01,Good,Mendung,80,44.52,Optimal
EFC00581-4,PLAN0069-4,MINE_4,EQ013-4,Dump Truck,2023-06-01,Good,Mendung,72,901.82,Optimal
EFC00582-3,PLAN0117-3,MINE_3,EQ009-3,Loader,2023-06-01,Good,Mendung,75,18.55,Optimal
EFC00583-2,PLAN0165-2,MINE_2,EQ049-2,Loader,2023-06-01,Good,Mendung,97,38.14,Optimal
EFC00584-5,PLAN0021-5,MINE_5,EQ008-5,Loader,2023-06-01,Good,Mendung,84,58.8,Optimal
EFC00585-1,PLAN0214-1,MINE_1,EQ037-1,Excavator,2023-06-08,Fair,Mendung,87,33.72,Optimal
EFC00586-4,PLAN0070-4,MINE_4,EQ013-4,Dump Truck,2023-06-08,Good,Mendung,73,868.66,Optimal
EFC00587-2,PLAN0166-2,MINE_2,EQ018-2,Excavator,2023-06-08,Good,Mendung,73,26.29,Optimal
EFC00588-3,PLAN0118-3,MINE_3,EQ046-3,Dump Truck,2023-06-08,Good,Berawan,83,1157.43,Optimal
EFC00589-5,PLAN0022-5,MINE_5,EQ012-5,Excavator,2023-06-08,Good,Mendung,75,23.76,Optimal
EFC00590-4,PLAN0071-4,MINE_4,EQ010-4,Dump Truck,2023-06-15,Good,Mendung,90,1655.21,Optimal
EFC00591-2,PLAN0167-2,MINE_2,EQ040-2,Dump Truck,2023-06-15,Good,Mendung,80,1160.93,Optimal
EFC00592-5,PLAN0023-5,MINE_5,EQ008-5,Loader,2023-06-15,Fair,Mendung,77,59.05,Optimal
EFC00593-3,PLAN0119-3,MINE_3,EQ009-3,Loader,2023-06-15,Fair,Berawan,71,19.32,Optimal
EFC00594-1,PLAN0215-1,MINE_1,EQ007-1,Dump Truck,2023-06-15,Good,Mendung,73,1255.22,Optimal
EFC00595-3,PLAN0120-3,MINE_3,EQ046-3,Dump Truck,2023-06-22,Fair,Mendung,85,1356.93,Optimal
EFC00596-1,PLAN0216-1,MINE_1,EQ032-1,Loader,2023-06-22,Fair,Berawan,76,38.71,Optimal
EFC00597-4,PLAN0072-4,MINE_4,EQ003-4,Dump Truck,2023-06-22,Good,Berawan,84,1682.09,Optimal
EFC00598-2,PLAN0168-2,MINE_2,EQ001-2,Loader,2023-06-22,Good,Mendung,96,123.92,Optimal
EFC00599-5,PLAN0024-5,MINE_5,EQ008-5,Loader,2023-06-22,Good,Cerah,76,57.03,Optimal
EFC00600-1,PLAN0217-1,MINE_1,EQ023-1,Excavator,2023-07-01,Good,Hujan ringan,93,63.78,Moderate Weather Impact
EFC00601-4,PLAN0073-4,MINE_4,EQ003-4,Dump Truck,2023-07-01,Good,Mendung,86,1324.23,Optimal
EFC00602-2,PLAN0169-2,MINE_2,EQ018-2,Excavator,2023-07-01,Good,Mendung,86,20.81,Optimal
EFC00603-5,PLAN0025-5,MINE_5,EQ002-5,Dump Truck,2023-07-01,Good,Mendung,99,996.93,Optimal
EFC00604-3,PLAN0121-3,MINE_3,EQ009-3,Loader,2023-07-01,Good,Mendung,86,24.87,Optimal
EFC00605-4,PLAN0074-4,MINE_4,EQ036-4,Loader,2023-07-08,Good,Mendung,85,82.85,Optimal
EFC00606-5,PLAN0026-5,MINE_5,EQ044-5,Loader,2023-07-08,Fair,Mendung,94,30.04,Optimal
EFC00607-3,PLAN0122-3,MINE_3,EQ031-3,Loader,2023-07-08,Good,Mendung,85,38.43,Optimal
EFC00608-1,PLAN0218-1,MINE_1,EQ017-1,Loader,2023-07-08,Good,Mendung,85,27.85,Optimal
EFC00609-2,PLAN0170-2,MINE_2,EQ029-2,Excavator,2023-07-08,Fair,Mendung,73,46.61,Optimal
EFC00610-5,PLAN0027-5,MINE_5,EQ012-5,Excavator,2023-07-15,Good,Mendung,82,30.66,Optimal
EFC00611-3,PLAN0123-3,MINE_3,EQ031-3,Loader,2023-07-15,Good,Mendung,92,45.37,Optimal
EFC00612-2,PLAN0171-2,MINE_2,EQ029-2,Excavator,2023-07-15,Good,Mendung,97,63.66,Optimal
EFC00613-4,PLAN0075-4,MINE_4,EQ026-4,Excavator,2023-07-15,Fair,Mendung,86,119.94,Optimal
EFC00614-1,PLAN0219-1,MINE_1,EQ020-1,Excavator,2023-07-15,Good,Berawan,87,8.44,Optimal
EFC00615-1,PLAN0220-1,MINE_1,EQ030-1,Excavator,2023-07-22,Fair,Hujan lebat,71,103.4,Severe Weather Impact
EFC00616-3,PLAN0124-3,MINE_3,EQ046-3,Dump Truck,2023-07-22,Good,Berawan,96,1214.4,Optimal
EFC00617-4,PLAN0076-4,MINE_4,EQ013-4,Dump Truck,2023-07-22,Good,Berawan,94,1303.65,Optimal
EFC00618-2,PLAN0172-2,MINE_2,EQ004-2,Dump Truck,2023-07-22,Good,Mendung,88,1284.79,Optimal
EFC00619-5,PLAN0028-5,MINE_5,EQ002-5,Dump Truck,2023-07-22,Good,Berawan,74,617.26,Optimal
EFC00620-2,PLAN0173-2,MINE_2,EQ040-2,Dump Truck,2023-08-01,Good,Berawan,74,1240.92,Optimal
EFC00621-3,PLAN0125-3,MINE_3,EQ031-3,Loader,2023-08-01,Good,Berawan,95,61.43,Optimal
EFC00622-5,PLAN0029-5,MINE_5,EQ012-5,Excavator,2023-08-01,Good,Berawan,81,19.38,Optimal
EFC00623-1,PLAN0221-1,MINE_1,EQ047-1,Excavator,2023-08-01,Good,Berawan,90,285.22,Optimal
EFC00624-4,PLAN0077-4,MINE_4,EQ036-4,Loader,2023-08-01,Good,Berawan,95,112.69,Optimal
EFC00625-2,PLAN0174-2,MINE_2,EQ001-2,Loader,2023-08-08,Good,Mendung,87,89.64,Optimal
EFC00626-3,PLAN0126-3,MINE_3,EQ039-3,Excavator,2023-08-08,Good,Hujan lebat,93,37.66,Severe Weather Impact
EFC00627-5,PLAN0030-5,MINE_5,EQ012-5,Excavator,2023-08-08,Fair,Hujan lebat,98,20.11,Severe Weather Impact
EFC00628-4,PLAN0078-4,MINE_4,EQ036-4,Loader,2023-08-08,Fair,Mendung,95,104.0,Optimal
EFC00629-1,PLAN0222-1,MINE_1,EQ043-1,Excavator,2023-08-08,Good,Hujan lebat,72,29.85,Severe Weather Impact
EFC00630-4,PLAN0079-4,MINE_4,EQ026-4,Excavator,2023-08-15,Good,Berawan,88,212.33,Optimal
EFC00631-3,PLAN0127-3,MINE_3,EQ046-3,Dump Truck,2023-08-15,Good,Mendung,79,932.15,Optimal
EFC00632-1,PLAN0223-1,MINE_1,EQ050-1,Dump Truck,2023-08-15,Fair,Hujan lebat,90,933.76,Severe Weather Impact
EFC00633-5,PLAN0031-5,MINE_5,EQ044-5,Loader,2023-08-15,Good,Berawan,95,35.24,Optimal
EFC00634-2,PLAN0175-2,MINE_2,EQ049-2,Loader,2023-08-15,Fair,Berawan,78,35.81,Optimal
EFC00635-4,PLAN0080-4,MINE_4,EQ036-4,Loader,2023-08-22,Good,Berawan,97,94.51,Optimal
EFC00636-3,PLAN0128-3,MINE_3,EQ021-3,Excavator,2023-08-22,Good,Mendung,95,304.99,Optimal
EFC00637-1,PLAN0224-1,MINE_1,EQ038-1,Loader,2023-08-22,Good,Mendung,83,76.51,Optimal
EFC00638-5,PLAN0032-5,MINE_5,EQ034-5,Excavator,2023-08-22,Good,Berawan,77,277.58,Optimal
EFC00639-2,PLAN0176-2,MINE_2,EQ025-2,Excavator,2023-08-22,Good,Mendung,91,365.67,Optimal
EFC00640-2,PLAN0177-2,MINE_2,EQ018-2,Excavator,2023-09-01,Fair,Berawan,75,18.75,Optimal
EFC00641-3,PLAN0129-3,MINE_3,EQ046-3,Dump Truck,2023-09-01,Good,Hujan lebat,83,727.69,Severe Weather Impact
EFC00642-1,PLAN0225-1,MINE_1,EQ038-1,Loader,2023-09-01,Good,Hujan lebat,72,50.79,Severe Weather Impact
EFC00643-4,PLAN0081-4,MINE_4,EQ010-4,Dump Truck,2023-09-01,Good,Mendung,90,1245.26,Optimal
EFC00644-5,PLAN0033-5,MINE_5,EQ034-5,Excavator,2023-09-01,Good,Hujan lebat,74,214.53,Severe Weather Impact
EFC00645-5,PLAN0034-5,MINE_5,EQ002-5,Dump Truck,2023-09-08,Good,Berawan,88,777.35,Optimal
EFC00646-1,PLAN0226-1,MINE_1,EQ041-1,Loader,2023-09-08,Fair,Hujan lebat,94,21.86,Severe Weather Impact
EFC00647-2,PLAN0178-2,MINE_2,EQ048-2,Loader,2023-09-08,Good,Berawan,81,24.72,Optimal
EFC00648-4,PLAN0082-4,MINE_4,EQ036-4,Loader,2023-09-08,Good,Berawan,78,63.81,Optimal
EFC00649-3,PLAN0130-3,MINE_3,EQ021-3,Excavator,2023-09-08,Good,Hujan lebat,89,231.62,Severe Weather Impact
EFC00650-4,PLAN0083-4,MINE_4,EQ026-4,Excavator,2023-09-15,Good,Berawan,75,182.93,Optimal
EFC00651-2,PLAN0179-2,MINE_2,EQ048-2,Loader,2023-09-15,Fair,Mendung,73,25.14,Optimal
EFC00652-5,PLAN0035-5,MINE_5,EQ012-5,Excavator,2023-09-15,Good,Berawan,94,24.02,Optimal
EFC00653-1,PLAN0227-1,MINE_1,EQ041-1,Loader,2023-09-15,Fair,Mendung,70,27.0,Optimal
EFC00654-3,PLAN0131-3,MINE_3,EQ031-3,Loader,2023-09-15,Good,Berawan,91,40.84,Optimal
EFC00655-3,PLAN0132-3,MINE_3,EQ021-3,Excavator,2023-09-22,Good,Hujan lebat,91,189.98,Severe Weather Impact
EFC00656-2,PLAN0180-2,MINE_2,EQ004-2,Dump Truck,2023-09-22,Fair,Berawan,92,1541.94,Optimal
EFC00657-4,PLAN0084-4,MINE_4,EQ013-4,Dump Truck,2023-09-22,Good,Berawan,81,951.3,Optimal
EFC00658-5,PLAN0036-5,MINE_5,EQ002-5,Dump Truck,2023-09-22,Fair,Hujan lebat,82,479.29,Severe Weather Impact
EFC00659-1,PLAN0228-1,MINE_1,EQ033-1,Loader,2023-09-22,Good,Hujan lebat,94,21.64,Severe Weather Impact
EFC00660-5,PLAN0037-5,MINE_5,EQ035-5,Loader,2023-10-01,Fair,Hujan lebat,91,48.95,Severe Weather Impact
EFC00661-2,PLAN0181-2,MINE_2,EQ001-2,Loader,2023-10-01,Good,Mendung,89,77.36,Optimal
EFC00662-4,PLAN0085-4,MINE_4,EQ026-4,Excavator,2023-10-01,Fair,Berawan,98,141.39,Optimal
EFC00663-1,PLAN0229-1,MINE_1,EQ016-1,Dump Truck,2023-10-01,Good,Hujan lebat,82,1270.93,Severe Weather Impact
EFC00664-3,PLAN0133-3,MINE_3,EQ031-3,Loader,2023-10-01,Good,Hujan lebat,72,31.43,Severe Weather Impact
EFC00665-2,PLAN0182-2,MINE_2,EQ025-2,Excavator,2023-10-08,Good,Berawan,95,311.71,Optimal
EFC00666-5,PLAN0038-5,MINE_5,EQ012-5,Excavator,2023-10-08,Good,Hujan lebat,93,26.08,Severe Weather Impact
EFC00667-4,PLAN0086-4,MINE_4,EQ036-4,Loader,2023-10-08,Good,Berawan,91,113.07,Optimal
EFC00668-1,PLAN0230-1,MINE_1,EQ037-1,Excavator,2023-10-08,Good,Hujan lebat,97,39.07,Severe Weather Impact
EFC00669-3,PLAN0134-3,MINE_3,EQ031-3,Loader,2023-10-08,Good,Berawan,87,37.78,Optimal
